"","seqnames","start","end","width","strand","Conc","Conc_V2084D_shEV","Conc_WT_shEV","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances"
"10684","chr10",60978705,60979105,401,"*",3.67185590153048,3.24826566577599,3.99889140607803,-0.783517809464196,0.0723850602102918,0.12685958836114,"Intron (ENST00000357917.4/9886, intron 2 of 11)",10,61001117,61027604,26488,1,"100507058","ENST00000686519.1",-22012,"ENSG00000227244","LINC00845","long intergenic non-protein coding RNA 845","ENST00000357917.4","9886","0"
"1488","chr20",4034340,4034740,401,"*",3.21095895297575,1.81133136410133,3.90781904078084,-2.10491663356477,0.000261875188766287,0.0032946325796903,"Distal Intergenic",20,3927311,4015558,88248,2,"11237","ENST00000358395.11",-18782,"ENSG00000101236","RNF24","ring finger protein 24",NA,NA,NA
"1347","chr17",1761859,1762259,401,"*",3.9075170373296,2.90593245795373,4.49300734465243,-1.61356929890945,0.000201325996135414,0.00279402905678011,"Promoter (<=1kb)",17,1762029,1771169,9141,1,"5176","ENST00000571360.5",0,"ENSG00000132386","SERPINF1","serpin family F member 1","ENST00000571360.5;ENST00000254722.9;ENST00000571870.5;ENST00000573770.5;ENST00000576406.5;ENST00000571149.5;ENST00000570731.5;ENST00000577053.1","5176;5176;5176;5176;5176;5176;5176;5176","0;0;0;0;0;0;0;-4015"
"12944","chr17",82293427,82293827,401,"*",3.35719910900718,2.99964629393131,3.64350381285656,-0.676381051939849,0.160845376553225,0.232673084090469,"Promoter (<=1kb)",17,82290046,82292814,2769,2,"101929511","ENST00000581489.1",-613,"ENSG00000265692","LINC01970","long intergenic non-protein coding RNA 1970","ENST00000581489.1","101929511","0"
"2411","chr8",80872590,80872990,401,"*",4.06550934934838,3.24382303794282,4.58577545199389,-1.37198772881427,0.000810047390616943,0.00628951259231087,"Promoter (1-2kb)",8,80628451,80874439,245989,2,"619279","ENST00000519936.2",1449,"ENSG00000164684","ZNF704","zinc finger protein 704","ENST00000519936.2;ENST00000327835.7","619279;619279","0;0"
"322","chr5",52800402,52800802,401,"*",4.10860887150601,2.90396654558268,4.7558064893812,-1.87731784167341,9.44362361000172e-06,0.000544373439142786,"Promoter (<=1kb)",5,52673186,52799956,126771,2,"105378963","ENST00000670789.1",-446,NA,"LOC105378963","uncharacterized LOC105378963","ENST00000670789.1;ENST00000282588.7;ENST00000650673.1;ENST00000274311.3;ENST00000504086.1;ENST00000506949.1","105378963;3672;3672;53918;53918;53918","0;0;0;0;0;0"
"10993","chr8_KI270819v1_alt",82517,82917,401,"*",3.58403566420662,3.16856034846481,3.90622638521089,-0.770308228545153,0.0807353580194968,0.137529822840705,"Promoter (<=1kb)",208,82467,94341,11875,1,"11156","ENST00000632997.1",50,"ENSG00000184489","PTP4A3","protein tyrosine phosphatase 4A3","ENST00000633518.1;ENST00000633621.1;ENST00000633262.1;ENST00000633366.1;ENST00000634147.1;ENST00000632997.1","11156;11156;11156;11156;11156;11156","0;0;0;0;0;0"
"1202","chr3",169243225,169243625,401,"*",3.83353384838066,2.80886306053279,4.426627075758,-1.64321554940617,0.000151001286429047,0.00235044321467914,"Intron (ENST00000651503.2/2122, intron 2 of 16)",3,169128024,169269238,141215,2,"2122","ENST00000481315.1",25613,"ENSG00000085276","MECOM","MDS1 and EVI1 complex locus","ENST00000651503.2;ENST00000494292.6;ENST00000481315.1;ENST00000485957.1","2122;2122;2122;2122","0;0;0;0"
"8874","chr17_KI270910v1_alt",120836,121236,401,"*",3.20967563146162,2.58581047006003,3.64377802150629,-1.08468382239175,0.0364992262346532,0.0770237698607366,"Promoter (1-2kb)",378,45038,119163,74126,2,"29","ENST00000631260.2",-1673,"ENSG00000159842","ABR","ABR activator of RhoGEF and GTPase","ENST00000613981.3;ENST00000620170.4;ENST00000631260.2;ENST00000631205.2;ENST00000625740.2;ENST00000631183.2;ENST00000627424.2;ENST00000629720.1;ENST00000628370.2;ENST00000628766.1;ENST00000629473.1","29;29;29;29;29;29;29;29;29;29;29","0;0;-1673;0;0;0;-1697;0;0;10557;10631"
"5228","chr2",134118410,134118810,401,"*",3.83330658085168,3.17081192379678,4.28560164658627,-1.14532788551533,0.0066765755155595,0.0239143956277201,"Promoter (1-2kb)",2,134119983,134254606,134624,1,"4249","ENST00000481801.5",-1173,"ENSG00000152127","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase","ENST00000481801.5;ENST00000468758.1;ENST00000409645.5","4249;4249;4249","0;0;-1372"
"1529","chr6",54054055,54054455,401,"*",3.80710805382817,2.80475181228969,4.39285511400051,-1.61370325396197,0.00028010102611865,0.00342750824490719,"Intron (ENST00000505762.1/101927189, intron 2 of 2)",6,54046637,54047594,958,2,"100873951","ENST00000586980.1",-6461,NA,"MLIP-AS1","MLIP antisense RNA 1","ENST00000589041.3;ENST00000631364.1;ENST00000505762.1;ENST00000514921.5;ENST00000274897.9;ENST00000370877.6;ENST00000509997.5","100873951;100873951;101927189;90523;90523;90523;90523","0;0;0;0;0;0;0"
"13750","chr17",50721254,50721654,401,"*",3.32416876826601,3.00384382879985,3.58613341326137,-0.615270365222033,0.212817202001362,0.289794624197972,"Promoter (1-2kb)",17,50719802,50743799,23998,1,"51747","ENST00000507200.5",1452,"ENSG00000108848","LUC7L3","LUC7 like 3 pre-mRNA splicing factor","ENST00000625349.2;ENST00000508045.5;ENST00000508218.5;ENST00000506686.5;ENST00000509335.5;ENST00000504563.6;ENST00000393227.6;ENST00000240304.5;ENST00000505658.6;ENST00000505619.5;ENST00000508482.5;ENST00000510984.5;ENST00000507200.5","51747;51747;51747;51747;51747;51747;51747;51747;51747;51747;51747;51747;51747","0;0;0;0;0;0;0;0;0;0;0;0;0"
"164","chrX",49101703,49102103,401,"*",3.83338436248329,2.32120042294783,4.55534307081398,-2.25110357187659,2.65583551438791e-06,0.000301525858733507,"Promoter (<=1kb)",23,49077653,49101170,23518,2,"11152","ENST00000634671.1",-533,"ENSG00000196998","WDR45","WD repeat domain 45","ENST00000356463.7;ENST00000634849.1;ENST00000634671.1;ENST00000634908.1","11152;11152;11152;11152","-582;-643;-533;-559"
"1312","chr4",88104845,88105245,401,"*",4.02311483342109,3.09059157060244,4.58486505543163,-1.52258213439539,0.000188940275679386,0.00269233184837568,"Intron (ENST00000650821.1/9429, intron 11 of 16)",4,88056066,88075705,19640,1,"5311","ENST00000502363.1",48779,"ENSG00000118762","PKD2","polycystin 2, transient receptor potential cation channel","ENST00000650821.1;ENST00000515655.5;ENST00000237612.8","9429;9429;9429","0;0;0"
"1852","chr19",13015678,13016078,401,"*",3.78154011505368,2.80811897335967,4.35753305701206,-1.5751763037312,0.000430576099571337,0.00435293150203446,"Promoter (1-2kb)",19,13013662,13014511,850,2,"107985286","ENST00000586630.1",-1167,NA,"LOC107985286","uncharacterized LOC107985286","ENST00000586630.1;ENST00000592199.6;ENST00000397661.6;ENST00000590027.1;ENST00000585382.5","107985286;4784;4784;4784;4784","-1167;0;0;0;0"
"5214","chrX",103254618,103255018,401,"*",3.55425893393971,2.80692425694833,4.04410694080418,-1.26456293215198,0.00661144739902447,0.0237421498974857,"Promoter (<=1kb)",23,103252995,103255155,2161,2,"90843","ENST00000372685.8",137,"ENSG00000180964","TCEAL8","transcription elongation factor A like 8","ENST00000372685.8;ENST00000360000.8;ENST00000451678.1","90843;90843;90843","0;0;0"
"2985","chr5",135031173,135031573,401,"*",3.35637530594119,2.31982270905297,3.95331906073256,-1.65346422748317,0.0013936083246385,0.00874295537356094,"Promoter (<=1kb)",5,135029287,135032010,2724,2,"5307","ENST00000504936.1",437,"ENSG00000069011","PITX1","paired like homeodomain 1","ENST00000624272.3;ENST00000507641.5;ENST00000505828.5;ENST00000265340.12;ENST00000506438.5;ENST00000503586.1;ENST00000504936.1;ENST00000507253.5;ENST00000502676.1","100996485;100996485;100996485;5307;5307;5307;5307;5307;5307","0;0;0;0;0;0;0;0;0"
"12565","chr2",127401402,127401802,401,"*",3.52479511440919,3.17336191907331,3.80716959832848,-0.667104735751194,0.14173480743711,0.211226582953014,"Intron (ENST00000688447.1/100506922, intron 3 of 3)",2,127298730,127388465,89736,2,"10746","ENST00000409947.5",-12937,"ENSG00000169967","MAP3K2","mitogen-activated protein kinase kinase kinase 2","ENST00000433673.2;ENST00000688447.1;ENST00000685004.2","100506922;100506922;100506922","0;0;0"
"1700","chr2",75340596,75340996,401,"*",3.7009048099217,2.70235552384835,4.28538341498003,-1.60760183918233,0.000358627007035863,0.00394804275688689,"Distal Intergenic",2,75046463,75199520,153058,2,"6869","ENST00000305249.10",-141076,"ENSG00000115353","TACR1","tachykinin receptor 1",NA,NA,NA
"6150","chr11",129344325,129344725,401,"*",3.72771319757663,3.08663014511171,4.17001299649759,-1.11359088766171,0.0107731594235316,0.0328045506308545,"Distal Intergenic",11,129375848,129452279,76432,1,"8538","ENST00000281437.6",-31123,"ENSG00000043039","BARX2","BARX homeobox 2",NA,NA,NA
"8071","chr2",127371122,127371522,401,"*",3.64436512249368,3.08989984360733,4.04390879755621,-0.984911199980681,0.0257880957024781,0.0598400095125135,"Intron (ENST00000651019.1/ENST00000651019.1, intron 4 of 4)",2,127298668,127387975,89308,2,"10746","ENST00000682094.1",16453,"ENSG00000169967","MAP3K2","mitogen-activated protein kinase kinase kinase 2","ENST00000682094.1;ENST00000409947.5","10746;10746","0;0"
"451","chr5",14011443,14011843,401,"*",4.1079107750503,2.99867563831326,4.72752124895104,-1.75558494061494,1.78634330200932e-05,0.000739613504690657,"Promoter (<=1kb)",5,13690328,14011818,321491,2,"1767","ENST00000681290.1",0,"ENSG00000039139","DNAH5","dynein axonemal heavy chain 5","ENST00000681290.1","1767","0"
"2975","chr2",30511123,30511523,401,"*",3.61373742603711,2.69795695745993,4.16949759651281,-1.49669636616164,0.00137038572137835,0.00862615447532953,"Intron (ENST00000466477.5/253558, intron 1 of 3)",2,30447403,30562193,114791,1,"253558","ENST00000476535.1",63720,"ENSG00000172954","LCLAT1","lysocardiolipin acyltransferase 1","ENST00000466477.5;ENST00000465200.5;ENST00000319406.8;ENST00000491680.6;ENST00000379509.8;ENST00000488144.5;ENST00000465538.5;ENST00000309052.8;ENST00000478015.5;ENST00000476038.5;ENST00000497423.1;ENST00000476535.1","253558;253558;253558;253558;253558;253558;253558;253558;253558;253558;253558;253558","0;0;0;0;0;0;0;0;0;0;0;0"
"26","chr7",92695763,92696163,401,"*",4.39161559434518,2.99797731845759,5.08707162611618,-2.11469146664081,1.02585561939838e-07,7.18085581891448e-05,"Intron (ENST00000265734.8/1021, intron 4 of 7)",7,92671235,92725710,54476,2,"1021","ENST00000473078.1",29547,"ENSG00000105810","CDK6","cyclin dependent kinase 6","ENST00000265734.8;ENST00000424848.3;ENST00000473078.1","1021;1021;1021","0;0;0"
"7579","chr2",183453724,183454124,401,"*",3.67242786081041,3.08777396071627,4.08731103501794,-1.03019351694131,0.0207171394625406,0.0511858635282762,"Intron (ENST00000653710.1/ENST00000653710.1, intron 3 of 3)",2,183182652,183215414,32763,1,"105373774","ENST00000608537.2",271072,NA,NA,NA,NA,NA,NA
"6174","chr15",30173390,30173790,401,"*",3.42541979230265,2.69805773705639,3.90671116643865,-1.23532926513955,0.0108831427771157,0.0330101089365673,"Intron (ENST00000563502.1/ENST00000563502.1, intron 1 of 2)",15,30195809,30217552,21744,1,"26082","ENST00000648232.1",-22019,"ENSG00000225930","LINC02249","long intergenic non-protein coding RNA 2249",NA,NA,NA
"2169","chr2",100064892,100065292,401,"*",3.88349320989589,3.00263699834515,4.42644948000782,-1.45175711744484,0.000626822361517706,0.00541118124346138,"Intron (ENST00000409236.6/3899, intron 2 of 22)",2,100008887,100104525,95639,2,"3899","ENST00000672047.1",39233,"ENSG00000144218","AFF3","ALF transcription elongation factor 3","ENST00000409236.6;ENST00000672756.2;ENST00000317233.8;ENST00000409579.5;ENST00000672204.1;ENST00000672269.1;ENST00000432037.5;ENST00000423966.6;ENST00000441400.5;ENST00000673328.1;ENST00000424600.5;ENST00000416492.5;ENST00000673232.1;ENST00000672197.1;ENST00000440445.6;ENST00000672857.1;ENST00000672047.1;ENST00000415384.2","3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899;3899","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"581","chr5",164355265,164355665,401,"*",3.9068158950735,2.70150564315735,4.55419849968993,-1.87607068986229,2.89858866196994e-05,0.000932977000080462,"Promoter (1-2kb)",5,164354140,164602434,248295,1,"105377703","ENST00000486913.3",1125,NA,"LINC03000","long intergenic non-protein coding RNA 3000","ENST00000524297.5;ENST00000671513.1;ENST00000517508.5;ENST00000690593.1;ENST00000523648.5;ENST00000670703.1;ENST00000519329.2;ENST00000654428.1;ENST00000664809.1;ENST00000519570.5;ENST00000523704.6;ENST00000522686.5;ENST00000522303.5;ENST00000522646.5;ENST00000486913.3","102546299;102546299;105377703;105377703;105377703;105377703;105377703;105377703;105377703;105377703;105377703;105377703;105377703;105377703;105377703","0;-1929;0;0;0;0;0;0;0;0;0;0;0;0;0"
"13794","chr16",233727,234127,401,"*",3.39062784612719,3.08254787849289,3.64435576404516,-0.595353659715692,0.215883549203198,0.293032861910261,"Promoter (<=1kb)",16,234521,269836,35316,1,"83986","ENST00000653392.1",-394,"ENSG00000167930","FAM234A","family with sequence similarity 234 member A","ENST00000426094.5;ENST00000337351.8;ENST00000397783.5;ENST00000629543.2;ENST00000293872.13;ENST00000490762.5;ENST00000419516.5;ENST00000418978.5;ENST00000430864.5;ENST00000494366.5;ENST00000467552.1;ENST00000494545.1;ENST00000653392.1;ENST00000666018.1;ENST00000301679.7;ENST00000654053.1;ENST00000659283.1;ENST00000419173.5;ENST00000399932.8;ENST00000426695.5;ENST00000438220.5;ENST00000447499.1;ENST00000453430.5;ENST00000449945.5;ENST00000420046.5;ENST00000301678.7;ENST00000420500.5","55692;55692;55692;55692;55692;55692;55692;55692;55692;55692;55692;55692;83986;83986;83986;83986;83986;83986;83986;83986;83986;83986;83986;83986;83986;83986;83986","0;0;0;0;0;0;0;0;0;0;-4737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0"
"986","chr15",36925558,36925958,401,"*",3.833787399454,2.70402340070626,4.45953436700948,-1.7792883583016,9.17294772800963e-05,0.00174100131498282,"Promoter (<=1kb)",15,36892034,36925232,33199,2,"4212","ENST00000699906.1",-326,"ENSG00000134138","MEIS2","Meis homeobox 2","ENST00000561208.6;ENST00000338564.9;ENST00000699898.1;ENST00000397624.7;ENST00000340545.9;ENST00000699955.1;ENST00000314177.12;ENST00000699899.1;ENST00000699900.1;ENST00000699901.1;ENST00000699902.1;ENST00000699956.1;ENST00000699903.1;ENST00000559085.5;ENST00000560570.5;ENST00000699904.1;ENST00000699905.1;ENST00000557796.6;ENST00000397620.6;ENST00000424352.6;ENST00000699906.1;ENST00000559561.5;ENST00000607277.5","4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212","0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-326;0;0"
"3446","chr2",110732718,110733118,401,"*",3.80698780992597,2.99846397399695,4.32202828324841,-1.35198357620267,0.0019832156170584,0.010774819650335,"Promoter (<=1kb)",2,110732855,110793700,60846,1,"55289","ENST00000448863.1",0,"ENSG00000153093","ACOXL","acyl-CoA oxidase like","ENST00000676595.1;ENST00000389811.8;ENST00000439055.6;ENST00000340561.8;ENST00000448863.1","55289;55289;55289;55289;55289","0;0;0;0;0"
"421","chr3",41961343,41961743,401,"*",3.85892348966218,2.58665996589476,4.52430743673659,-1.95936723994158,1.55089568229609e-05,0.000687957938937433,"Promoter (<=1kb)",3,41882150,41961994,79845,2,"54986","ENST00000420927.5",251,"ENSG00000168038","ULK4","unc-51 like kinase 4","ENST00000301831.9;ENST00000420927.5;ENST00000459802.5;ENST00000453224.5;ENST00000431379.5;ENST00000414606.1;ENST00000460978.1","54986;54986;54986;54986;54986;54986;54986","0;0;0;0;0;0;0"
"9172","chr1",9561091,9561491,401,"*",3.52484577831191,3.00210675874172,3.90773532638924,-0.936331266848242,0.0408773278811279,0.0834610335909721,"Intron (ENST00000302692.7/84275, intron 2 of 6)",1,9539465,9585173,45709,1,"84275","ENST00000302692.7",21626,"ENSG00000171612","SLC25A33","solute carrier family 25 member 33","ENST00000302692.7","84275","0"
"9982","chr13",110412102,110412502,401,"*",3.49159802788016,2.99843068363605,3.85845051681143,-0.891033831505046,0.0559883977474667,0.105031497447522,"Intron (ENST00000400163.7/1284, intron 4 of 4)",13,110424802,110429842,5041,1,"1284","ENST00000619688.2",-12300,"ENSG00000134871","COL4A2","collagen type IV alpha 2 chain","ENST00000400163.7;ENST00000360467.7;ENST00000650540.1","1284;1284;1284","0;0;0"
"4761","chr3",16534112,16534512,401,"*",3.64416255109303,2.90706528150409,4.12964580690851,-1.25081551821669,0.00498177800602686,0.0195932178956228,"Promoter (1-2kb)",3,16536272,16541014,4743,1,"100996597","ENST00000669844.1",-1760,"ENSG00000233570","LINC00690","long intergenic non-protein coding RNA 690","ENST00000661221.1;ENST00000669122.1;ENST00000660612.1;ENST00000660552.1;ENST00000655456.1;ENST00000669844.1;ENST00000429949.2;ENST00000660669.1;ENST00000664830.1;ENST00000663672.1;ENST00000663006.1;ENST00000656250.1;ENST00000661146.1;ENST00000670078.1","100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597;100996597","0;0;0;0;0;-1760;-1760;-1760;-1760;-1799;-1801;-1801;-1803;-1831"
"3834","chr7",27102734,27103134,401,"*",3.70063713957266,2.90709309194974,4.20964872965962,-1.33036795438355,0.00267498064730123,0.0130631940734864,"Promoter (<=1kb)",7,27100354,27102683,2330,2,"3199","ENST00000222718.7",-51,"ENSG00000105996","HOXA2","homeobox A2","ENST00000434063.3;ENST00000429611.7;ENST00000425358.2;ENST00000428939.3;ENST00000222718.7;ENST00000396352.8;ENST00000612286.5;ENST00000317201.7","100506311;100506311;100506311;100506311;3199;3200;3200;3200","0;0;0;0;-51;0;0;0"
"9315","chr11",2186708,2187108,401,"*",3.52374802191166,2.9984245276037,3.9080152698118,-0.940289868060747,0.0434447372100301,0.0873417323626845,"Distal Intergenic",11,2173063,2173138,76,1,"100616126","ENST00000584128.1",13645,"ENSG00000265258","MIR4686","microRNA 4686",NA,NA,NA
"3193","chr9",13979489,13979889,401,"*",3.83376719959837,2.99861156649573,4.35931236977284,-1.38895210790393,0.001617484045886,0.00948664014764633,"Distal Intergenic",9,13927971,13945610,17640,1,"100113404","ENST00000381010.3",51518,"ENSG00000205636","LINC00583","long intergenic non-protein coding RNA 583",NA,NA,NA
"6743","chr16",87860606,87861006,401,"*",3.64326292644498,2.99965232658979,4.08675399172616,-1.11673058563959,0.0142934447377488,0.0396927444991327,"Intron (ENST00000565644.5/8140, intron 1 of 9)",16,87830023,87863639,33617,2,"8140","ENST00000565644.5",2633,"ENSG00000103257","SLC7A5","solute carrier family 7 member 5","ENST00000565644.5;ENST00000261622.5","8140;8140","0;0"
"1222","chr2",108618248,108618648,401,"*",3.3586672808484,1.99912439912018,4.04599161900367,-2.05938217429653,0.000157327132877999,0.00240981944415662,"Intron (ENST00000695516.1/3987, intron 1 of 9)",2,108621251,108670815,49565,1,"3987","ENST00000449684.6",-2603,"ENSG00000169756","LIMS1","LIM zinc finger domain containing 1","ENST00000695516.1;ENST00000695517.1;ENST00000544547.6;ENST00000695518.1;ENST00000695519.1;ENST00000332345.10;ENST00000695520.1;ENST00000393310.5;ENST00000695521.1;ENST00000410093.5;ENST00000449684.6;ENST00000409441.5;ENST00000422797.5","3987;3987;3987;3987;3987;3987;3987;3987;3987;3987;3987;3987;3987","0;0;0;0;0;0;0;0;0;0;-2603;-2618;-2625"
